Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
4179,1.712521913,2.232016838,7.455118049,1.385015946,Iris-setosa
4180,3.419468994,3.138729636,1.898865418,9.694068282,Iris-setosa
4181,2.259928719,5.619340281,7.337013037,5.293046195,Iris-setosa
4182,9.440836531,8.691808271,2.822362185,5.998891823,Iris-setosa
4183,4.491083496,6.703472788,9.57270472,8.42713439,Iris-setosa
4184,2.790458335,7.044741297,4.098803712,7.670913731,Iris-setosa
4185,5.23936891,3.798504118,8.382404663,7.208550213,Iris-setosa
4186,9.180189729,6.2117137,1.982743626,8.222005382,Iris-setosa
4187,6.572140853,9.749713301,9.775990618,6.242262135,Iris-setosa
4188,5.240185557,8.611389444,8.893346458,4.390326831,Iris-setosa
4189,8.104805042,1.854140176,5.616824707,2.060154237,Iris-setosa
4190,6.885597421,5.208420008,9.808970663,7.760810581,Iris-setosa
4191,4.288199788,3.587573963,6.200104165,3.856143749,Iris-setosa
4192,3.994320981,4.93236165,8.988288755,6.272199885,Iris-setosa
4193,4.852439639,5.780626327,2.751426779,3.85059689,Iris-setosa
4194,4.79683056,3.359172921,1.172309512,4.337456766,Iris-setosa
4195,6.853921682,8.892501408,8.025261424,3.277069128,Iris-setosa
4196,3.389854488,1.938261629,7.337549339,1.213260361,Iris-setosa
4197,7.57768947,8.299357205,8.362719212,9.566694044,Iris-setosa
4198,8.826461059,3.496321091,4.024202655,4.859082297,Iris-setosa
4199,5.39760972,8.412242052,3.708021292,2.360489688,Iris-setosa
4200,3.025822529,7.602205594,1.989079742,8.929323088,Iris-setosa
4201,7.512818266,8.271589804,3.229705583,7.784969201,Iris-setosa
4202,6.247747491,6.771691442,5.326814691,1.607714219,Iris-setosa
4203,4.254572241,2.941408521,7.734901176,2.774467966,Iris-setosa
4204,1.064842453,6.957731682,2.723886655,2.088899032,Iris-setosa
4205,4.849642333,3.019425771,6.280252693,9.408244065,Iris-setosa
4206,4.949226462,8.329132367,9.321910906,2.950608178,Iris-setosa
4207,4.616604183,3.829157907,2.036318072,6.513089026,Iris-setosa
4208,1.179714889,5.222828758,1.86336652,8.711045873,Iris-setosa
4209,4.71355876,8.058826186,5.815631239,8.682032686,Iris-setosa
4210,9.599967831,4.345199767,6.157913996,1.312421696,Iris-setosa
4211,4.701781924,4.179757051,4.510788284,2.666408282,Iris-setosa
4212,3.573140242,9.198296713,6.498610464,6.110564649,Iris-setosa
4213,3.761422563,2.672412774,9.895024501,1.161634212,Iris-setosa
4214,2.780743628,7.921490973,1.661983536,9.040287815,Iris-setosa
4215,9.414970304,1.087909434,9.573061717,7.475560993,Iris-setosa
4216,3.583922005,9.065345778,7.023584885,3.387069294,Iris-setosa
4217,1.22000751,3.451298532,8.874327452,5.489184329,Iris-setosa
4218,4.971305889,9.038085405,7.951983692,5.079226975,Iris-setosa
4219,4.305108521,5.252057129,5.993860468,2.555612843,Iris-setosa
4220,7.19466039,3.94031644,9.18800699,5.833268552,Iris-setosa
4221,4.496011672,4.11628042,7.067407925,1.751682917,Iris-setosa
4222,8.292563707,1.84963743,1.972609076,9.813779435,Iris-setosa
4223,9.56674673,6.737574613,9.682083463,7.848834592,Iris-setosa
4224,1.772594729,8.637448264,7.670636505,7.206292619,Iris-setosa
4225,8.770117268,1.323445516,6.12083014,3.172283025,Iris-setosa
4226,4.577700063,6.725130822,5.934829842,7.665632174,Iris-setosa
4227,8.082157353,7.565376521,2.50023417,4.876852597,Iris-setosa
4228,6.19857764,7.290130204,4.608840468,1.247854067,Iris-setosa
4229,3.567073343,3.839484054,2.695589673,7.109222581,Iris-setosa
4230,1.556591027,9.983550909,8.22796342,6.967298365,Iris-setosa
4231,8.855342749,8.371774565,6.012810203,4.510223598,Iris-setosa
4232,2.315876345,3.032933954,1.683235788,6.335722525,Iris-setosa
4233,9.555992371,4.769631518,5.421707833,6.289248871,Iris-setosa
4234,6.381157501,7.819071604,4.628090936,2.203670977,Iris-setosa
4235,4.802698291,4.245441427,8.041208896,1.684094698,Iris-setosa
4236,7.95450847,1.640772689,3.8391846,8.244808033,Iris-setosa
4237,4.810422343,9.780365491,7.675659489,5.331420088,Iris-setosa
4238,4.976072046,5.78668146,2.102683964,3.307850148,Iris-setosa
4239,9.591743366,8.856168982,9.197494384,6.462152472,Iris-setosa
4240,6.695254422,1.56082013,5.001512895,2.198004599,Iris-setosa
4241,3.35109718,2.59397421,2.920506737,9.404744109,Iris-setosa
4242,3.653809617,3.248105684,3.792597261,3.850197053,Iris-setosa
4243,2.257220826,4.361297262,4.867728194,4.407318994,Iris-setosa
4244,2.83965192,2.434506586,6.777779018,6.238398956,Iris-setosa
4245,1.063915767,3.535288223,6.067621708,3.326769155,Iris-setosa
4246,6.243174859,7.396996008,7.41806301,1.018838364,Iris-setosa
4247,2.46784805,1.147895136,5.505505932,1.242578567,Iris-setosa
4248,6.130641177,6.82915793,2.11657474,2.518013171,Iris-setosa
4249,1.180110959,2.473519192,7.330947904,2.227899614,Iris-setosa
4250,4.886839947,4.156088691,7.752654469,4.797480349,Iris-setosa
4251,1.143912643,9.594233326,3.519988509,5.611674905,Iris-setosa
4252,4.604870375,6.707500926,6.527829113,4.1998436,Iris-setosa
4253,8.564813674,6.937668406,8.442538747,8.783187848,Iris-setosa
4254,3.060520241,3.616078885,9.979469455,1.155801838,Iris-setosa
4255,5.410686635,4.633566746,3.898457892,8.23893535,Iris-setosa
4256,3.790566444,4.541652612,9.870673115,1.140126355,Iris-setosa
4257,6.100686185,9.100533599,9.114390469,7.335444266,Iris-setosa
4258,4.397388743,2.095097123,3.94061188,1.701584785,Iris-setosa
4259,1.599351731,1.741133286,3.711995638,4.422543019,Iris-setosa
4260,5.406523469,8.989404368,2.988563611,1.930962437,Iris-setosa
4261,2.86729771,9.709576743,6.456428266,7.113691562,Iris-setosa
4262,3.629912626,6.929882037,3.726165334,1.173322112,Iris-setosa
4263,5.144710215,8.942487561,1.952884706,7.995072937,Iris-setosa
4264,9.028636811,4.396208985,7.230059761,8.55716141,Iris-setosa
4265,5.890707749,1.391045582,1.384206386,3.543160085,Iris-setosa
4266,4.903202314,4.105189587,9.57909274,4.614688435,Iris-setosa
4267,6.110443112,9.623130021,3.810779771,6.776667275,Iris-setosa
4268,3.681692692,2.097593834,4.844774696,8.000558713,Iris-setosa
4269,2.519445196,3.116504933,1.100896844,1.568180701,Iris-setosa
4270,6.541667248,1.05798693,6.041247232,3.300246746,Iris-setosa
4271,7.51984985,8.143293881,3.410737811,8.028457507,Iris-setosa
4272,5.528505648,4.495710923,3.613533326,7.715919885,Iris-setosa
4273,8.885978649,9.940983565,6.512843778,9.24369011,Iris-setosa
4274,7.97264956,2.447875338,9.351304473,7.480228584,Iris-setosa
4275,8.856389038,1.42634454,2.587680935,1.691546571,Iris-setosa
4276,4.104386595,2.656263299,1.447808732,4.752418261,Iris-setosa
4277,1.996970674,8.549074982,6.074085115,3.354408644,Iris-setosa
4278,9.17889517,5.48475825,3.056062503,9.797630695,Iris-setosa
4279,9.021931735,8.879338926,2.518791153,1.362139379,Iris-setosa
4280,9.311084867,4.343286063,2.425427491,2.382289581,Iris-setosa
4281,5.209203204,7.857204654,6.726151113,2.178008402,Iris-setosa
4282,2.017724229,4.313941248,2.290776957,6.542625472,Iris-setosa
4283,1.008644651,2.613400327,2.842792675,8.725089719,Iris-setosa
4284,1.844683359,9.977571714,2.3623914,4.277088677,Iris-setosa
4285,4.038433513,4.394407678,1.378997991,9.757051007,Iris-setosa
4286,6.14571804,6.176365925,3.5558525,6.12953756,Iris-setosa
4287,4.080877102,7.782050763,6.470396365,6.570210079,Iris-setosa
4288,9.897765115,9.725268594,6.549101728,7.217577033,Iris-setosa
4289,1.433336122,9.835737396,3.601748044,3.730814158,Iris-setosa
4290,4.356886177,4.886822019,8.63803099,4.182121411,Iris-setosa
4291,9.013861365,1.151229898,3.195754487,1.596076771,Iris-setosa
4292,2.242441379,1.943780336,7.996847598,4.965432253,Iris-setosa
4293,3.475655532,6.962597392,2.166124086,4.761390248,Iris-setosa
4294,6.109185318,5.060118217,8.388348759,3.48420561,Iris-setosa
4295,6.669504571,7.115393266,5.508224958,4.932232907,Iris-setosa
4296,1.402424681,7.256805105,8.140759174,9.468346579,Iris-setosa
4297,3.86894541,6.024154528,3.350961784,3.930775264,Iris-setosa
4298,5.194814112,2.571128763,4.2265119,2.79733357,Iris-setosa
4299,1.845475588,6.647872683,2.872671709,8.054193047,Iris-setosa
4300,3.665198643,4.666421708,3.101548302,1.630541024,Iris-setosa
4301,1.449303412,7.618473664,9.916147286,8.479219237,Iris-setosa
4302,2.405326311,8.898265287,2.813481632,8.66053152,Iris-setosa
4303,3.568979853,3.891283875,4.058402633,6.928452152,Iris-setosa
4304,6.927145926,5.680081148,3.144217109,7.749963722,Iris-setosa
4305,8.235270508,7.51286894,9.264744764,4.481690342,Iris-setosa
4306,3.183032791,4.46705579,2.371710644,3.507395591,Iris-setosa
4307,1.973002543,3.137865782,6.039147205,1.112220345,Iris-setosa
4308,1.548700415,8.900725913,6.17497034,4.494728927,Iris-setosa
4309,5.758948011,9.973435318,7.830982785,5.179023625,Iris-setosa
4310,6.232997429,4.704474481,6.999623526,5.716817969,Iris-setosa
4311,7.364091165,7.4366555,4.601534216,9.619644517,Iris-setosa
4312,6.706116742,5.886209562,7.38397461,3.41944949,Iris-setosa
4313,5.924504859,8.13772428,2.920975842,4.765454389,Iris-setosa
4314,4.072305133,1.474676858,8.335991909,8.775445218,Iris-setosa
4315,9.005084182,7.895917274,7.510484948,5.602869635,Iris-setosa
4316,3.179842837,3.904666436,2.990054545,5.510009129,Iris-setosa
4317,7.756782184,5.326738768,9.083902583,2.117242862,Iris-setosa
4318,3.503340318,4.075106229,6.277726601,6.06183853,Iris-setosa
4319,8.135008965,5.146669641,4.157181665,1.478583632,Iris-setosa
4320,5.351839385,2.249123664,3.095781455,1.806631622,Iris-setosa
4321,7.16257006,2.570500776,8.992131305,4.664084862,Iris-setosa
4322,7.881495068,9.253462268,3.809081196,2.430638835,Iris-setosa
4323,9.71508969,5.1208312,9.06280028,5.635622885,Iris-setosa
4324,1.047143181,6.176168545,4.498138794,3.234455314,Iris-setosa
4325,8.373545035,3.137837744,5.327545291,8.726473833,Iris-setosa
4326,1.759380168,4.369482962,9.256608451,1.043692386,Iris-setosa
4327,5.417320909,6.486440388,4.56116588,1.607792164,Iris-setosa
4328,1.162562119,3.304320169,6.783592275,8.06823997,Iris-setosa
4329,3.391793221,2.447391,8.674702411,3.805605822,Iris-setosa
4330,8.81925088,1.404789233,3.233177863,3.027392202,Iris-setosa
4331,1.32756132,8.795237324,2.330503986,1.678695583,Iris-setosa
4332,9.253734965,2.887870403,8.720757565,9.920862031,Iris-setosa
4333,1.928251765,3.884679641,3.684480896,2.857186386,Iris-setosa
4334,4.333755259,1.342247593,1.777372526,3.276550286,Iris-setosa
4335,8.2659591,1.555162541,3.692664929,2.992901603,Iris-setosa
4336,7.296067599,9.657764412,7.449639685,4.531968827,Iris-setosa
4337,2.614140918,6.90780916,2.853270913,2.369626371,Iris-setosa
4338,2.836035992,4.740955715,5.961067231,6.669755908,Iris-setosa
4339,7.398253148,2.290991708,5.799869039,1.597273944,Iris-setosa
4340,1.107380994,6.823136196,9.584577093,7.754713919,Iris-setosa
4341,3.516353717,6.598449454,8.447160051,3.4868759,Iris-setosa
4342,3.623649349,4.008667985,9.670568708,2.2892071,Iris-setosa
4343,2.829048457,1.483722185,5.209905994,3.099105023,Iris-setosa
4344,8.163161879,8.160796324,6.294602143,2.088835723,Iris-setosa
4345,1.423706648,9.963414268,3.515992732,3.75695491,Iris-setosa
4346,2.767458467,2.588889809,5.758149332,2.099249123,Iris-setosa
4347,8.694716185,8.874845115,4.17650209,7.750590714,Iris-setosa
4348,2.742887475,2.298508061,1.515367838,9.55908483,Iris-setosa
4349,7.721283267,4.816000924,2.072033353,9.275168668,Iris-setosa
4350,7.888750855,2.467019083,1.185105195,1.379944472,Iris-setosa
4351,9.291661061,1.512601895,2.429273606,6.466804653,Iris-setosa
4352,3.282268668,8.434226637,9.343578494,1.65160231,Iris-setosa
4353,2.949109812,4.009740533,6.422873375,9.874454289,Iris-setosa
4354,6.391211749,8.653902439,2.753332199,4.673268031,Iris-setosa
4355,4.553910054,5.915333583,9.716884423,9.257610891,Iris-setosa
4356,9.608204062,4.995890513,2.300059709,6.059837143,Iris-setosa
4357,2.423905392,9.672742398,4.634232352,8.716721998,Iris-setosa
4358,7.864840214,1.548924268,1.10956403,3.503749588,Iris-setosa
4359,6.593833402,3.563213896,7.716534435,1.654433389,Iris-setosa
4360,3.33397747,2.674562101,6.388153159,1.818126356,Iris-setosa
4361,3.414211131,8.06792865,1.789131661,6.292509038,Iris-setosa
4362,1.951440009,9.963891461,4.259228153,6.583089966,Iris-setosa
4363,7.737031141,4.212359739,2.568771554,1.639312378,Iris-setosa
4364,5.683862797,8.183750378,4.275662839,7.615965626,Iris-setosa
4365,1.675693093,8.262321729,3.786299175,6.693185102,Iris-setosa
4366,9.893207957,7.141480313,3.076574555,9.855801859,Iris-setosa
4367,2.452342019,7.459889683,4.004850472,6.603139583,Iris-setosa
4368,8.576875808,5.505406629,7.958829407,8.648875357,Iris-setosa
4369,5.503483269,6.641171277,2.726691389,2.054871132,Iris-setosa
4370,4.40405666,6.044600364,3.216903102,4.55579642,Iris-setosa
4371,8.000031176,4.140031999,8.520554805,7.674047582,Iris-setosa
4372,9.097034804,7.659201357,9.743257296,8.204757782,Iris-setosa
4373,8.285801626,5.731316332,3.466199865,8.976895833,Iris-setosa
4374,7.500708927,9.623061698,8.784008926,9.666215014,Iris-setosa
4375,4.527074934,5.030465857,8.774714981,5.577436946,Iris-setosa
4376,7.309749772,2.262788226,3.139426281,4.696553762,Iris-setosa
4377,7.239560437,6.628418316,8.472069122,9.722083371,Iris-setosa
4378,2.430393743,6.051468412,8.829680786,4.295324407,Iris-setosa
4379,8.669518323,7.859757143,8.333277544,7.175729245,Iris-setosa
4380,1.557730699,5.20563787,4.475395031,4.590195198,Iris-setosa
4381,4.380610848,8.274918664,7.153092668,8.543624588,Iris-setosa
4382,5.891779957,5.23870936,5.103091028,6.528422482,Iris-setosa
4383,8.537114374,9.450531755,7.736030018,2.021905573,Iris-setosa
4384,1.753899896,9.184795767,7.523749173,7.294735033,Iris-setosa
4385,6.999866823,2.152775344,8.352266397,3.61015426,Iris-setosa
4386,6.520573242,7.880755521,3.253945242,5.316222139,Iris-setosa
4387,6.088196107,1.124509207,8.374189977,5.233122113,Iris-setosa
4388,1.280535722,1.545901399,4.944679622,1.430181484,Iris-setosa
4389,3.738321893,4.449127775,4.871762713,9.05148722,Iris-setosa
4390,8.235091885,7.15876798,5.514670332,4.424887258,Iris-setosa
4391,2.958016009,5.098389247,9.478865736,3.860334149,Iris-setosa
4392,7.299234754,6.528854869,3.895768785,9.826309108,Iris-setosa
4393,1.16225054,7.619899858,5.556491044,8.499371051,Iris-setosa
4394,8.81099595,8.598076473,3.007368508,1.020244829,Iris-setosa
4395,4.860063194,9.42605363,3.025439732,9.62009137,Iris-setosa
4396,9.622529873,2.997582156,8.842294067,7.53140048,Iris-setosa
4397,3.845009336,8.317485014,5.408649085,2.106291859,Iris-setosa
4398,7.437316938,9.549066086,4.357737966,8.550976773,Iris-setosa
4399,4.790349451,2.965636652,7.908991592,7.560652483,Iris-setosa
4400,2.231220026,6.572974869,2.2658744,2.163950986,Iris-setosa
4401,6.647479992,2.463064696,4.523898781,7.201351392,Iris-setosa
4402,8.76729981,5.972332287,9.634705917,8.070810201,Iris-setosa
4403,1.162616738,1.948240179,8.326598006,4.490477272,Iris-setosa
4404,2.368797657,6.857123488,2.993380931,3.75579061,Iris-setosa
4405,1.17459843,1.423268751,1.586141383,6.946362058,Iris-setosa
4406,1.024062498,2.332652385,5.059904713,3.662850067,Iris-setosa
4407,3.320779806,8.235109008,1.939821018,8.814984432,Iris-setosa
4408,7.699586384,9.817341664,3.206007928,7.243441735,Iris-setosa
4409,1.055706365,9.696942586,5.311464191,7.596089064,Iris-setosa
4410,9.482009207,4.775154892,6.098318173,3.138018242,Iris-setosa
4411,4.537836431,7.134256527,2.141015908,7.585764405,Iris-setosa
4412,1.031396872,3.024631797,1.003830528,2.351766119,Iris-setosa
4413,5.35214825,4.411825687,2.778391262,1.164218981,Iris-setosa
4414,7.634438159,9.08806756,4.853068544,7.482801632,Iris-setosa
4415,4.127228329,4.781124768,5.380977885,2.462345181,Iris-setosa
4416,2.89228345,7.846958998,9.12092956,6.365704043,Iris-setosa
4417,8.985532639,3.153610816,4.889302582,7.129410967,Iris-setosa
4418,6.020896123,1.346329975,4.854422097,2.244068699,Iris-setosa
4419,4.60389788,2.749700601,9.160686923,1.117542712,Iris-setosa
4420,6.112376725,3.003845462,5.575404034,1.410365909,Iris-setosa
4421,8.368289627,8.408558593,2.195473399,2.661712198,Iris-setosa
4422,1.698119851,6.280640404,2.986206426,9.351350263,Iris-setosa
4423,1.39456933,7.168669851,6.84652334,9.073675653,Iris-setosa
4424,1.003739969,3.13069462,2.463874783,4.808363622,Iris-setosa
4425,2.052426595,3.183701658,4.783743928,3.073300801,Iris-setosa
4426,5.763960966,1.971489457,1.634671509,9.718099583,Iris-setosa
4427,4.814240229,8.171658567,5.792999588,7.386593408,Iris-setosa
4428,9.166968847,8.702024621,1.213538369,5.278435217,Iris-setosa
4429,2.961166724,1.883313706,1.998493049,3.447667349,Iris-setosa
4430,4.187605461,1.106178171,7.941633333,6.412229275,Iris-setosa
4431,8.350580088,4.056518444,2.065894276,9.447871661,Iris-setosa
4432,4.054422951,2.413423728,4.094633537,5.203793271,Iris-setosa
4433,6.397435433,8.135979848,5.22848199,4.673518373,Iris-setosa
4434,1.218837649,6.362514273,3.867707576,4.511789422,Iris-setosa
4435,6.906096895,2.938499488,3.893731106,3.41077745,Iris-setosa
4436,5.084421584,9.276938259,7.18870664,2.767881436,Iris-setosa
4437,9.512894848,2.596627273,4.017715411,3.405681278,Iris-setosa
4438,2.658324864,7.2016748,3.757052304,1.198113561,Iris-setosa
4439,4.670398336,3.073498528,2.415166413,4.958894093,Iris-setosa
4440,9.37355774,7.117077666,3.91288485,4.07332265,Iris-setosa
4441,9.089732063,6.012655195,2.093275396,4.816797551,Iris-setosa
4442,5.953209145,3.924667752,7.002806824,4.958248373,Iris-setosa
4443,4.320456772,8.244951007,8.425333243,7.887059076,Iris-setosa
4444,9.445603893,3.261373418,7.441426821,1.711024722,Iris-setosa
4445,2.556242241,3.972227468,6.891196228,4.900443786,Iris-setosa
4446,4.332034926,4.833482324,5.876326066,8.025035523,Iris-setosa
4447,9.473308283,5.805866477,8.999536621,4.960153653,Iris-setosa
4448,7.361714142,3.932927349,7.5172636,1.455053999,Iris-setosa
4449,4.279121234,3.407407333,1.884516429,6.95701142,Iris-setosa
4450,5.973958167,9.977001897,7.955463902,1.785282558,Iris-setosa
4451,7.26837206,6.567217184,1.791540047,5.299833377,Iris-setosa
4452,8.068181925,5.037922947,5.911083376,5.475961049,Iris-setosa
4453,1.263770974,8.506503066,4.15272257,2.870526091,Iris-setosa
4454,7.706688093,9.134600513,7.65257735,9.517613247,Iris-setosa
4455,4.156921768,7.036469826,7.029191961,2.837261387,Iris-setosa
4456,7.887614654,5.348482991,2.442824069,1.933037808,Iris-setosa
4457,1.73688456,6.28901761,6.813770515,7.470216358,Iris-setosa
4458,5.800440729,7.756991575,4.07856202,7.774698124,Iris-setosa
4459,4.330725997,9.375456649,5.757409255,7.749662635,Iris-setosa
4460,6.122614374,1.328657205,4.801659211,8.178649656,Iris-setosa
4461,6.931453708,2.937954709,6.071466642,7.150810242,Iris-setosa
4462,9.627690066,5.136940973,3.275807888,7.84903651,Iris-setosa
4463,9.1564027,7.991874765,8.471939098,5.9804166,Iris-setosa
4464,5.323032486,2.090445125,7.376863961,9.239112968,Iris-setosa
4465,5.410175428,6.032970223,2.149680734,1.326010059,Iris-setosa
4466,8.183787407,7.101680182,2.266232443,3.36627956,Iris-setosa
4467,7.065992987,4.930762667,9.212306527,9.882162336,Iris-setosa
